order_id,restaurant_lat,restaurant_lon,customer_lat,customer_lon,order_hour,order_day,order_month,weather,traffic,vehicle_type,num_items,restaurant_rating,delivery_person_age,delivery_person_exp,delivery_status
1338,13.054068472729387,77.50346992967347,12.856696861869315,77.59116699230553,6,2,7,Clear,Low,Bike,9,5.0,30,8,0
1339,12.871659522693752,77.70775465982334,12.866211877704371,77.72679387241487,7,1,1,Foggy,High,Bike,5,1.8,38,3,1
1340,12.859195750661742,77.57105682995217,13.009803317977376,77.53921198762237,2,3,12,Rainy,Low,Car,9,2.2,34,9,1
1341,12.927304866553364,77.56956311430962,12.907310643328023,77.72167355029178,15,6,1,Windy,High,Car,1,4.3,33,4,1
1342,12.988786887021796,77.50096600244198,13.039760130641332,77.46609599262194,21,3,10,Clear,Medium,Car,3,2.4,30,0,0
1343,13.110481751622514,77.56491970282573,13.015655721751195,77.4750571115054,13,5,12,Windy,Medium,Car,5,3.6,37,4,1
1344,13.068150720929893,77.71148505389866,13.025728107511268,77.65956830754058,6,6,4,Windy,Low,Bike,7,3.3,20,2,0
1345,13.072811956359995,77.55893861314689,12.940736613949303,77.50717779843445,3,5,7,Clear,Low,Car,5,3.7,23,2,0
1346,12.977648000334423,77.73548106874993,13.04195305188337,77.54498620495899,5,3,4,Windy,Low,Car,4,4.3,28,6,0
1347,12.95378049776409,77.73389266976251,13.098847790945507,77.49091189429417,6,4,9,Rainy,Medium,Car,5,2.2,43,2,0
1348,12.96131162889538,77.49346959779221,13.149421376077672,77.54967448073977,11,5,8,Rainy,Medium,Car,1,4.5,24,3,0
1349,13.146294869120817,77.5031933760568,13.101533315851665,77.53413799816774,6,0,5,Rainy,Low,Scooter,5,4.9,31,3,1
1350,12.862032757423744,77.70880222109956,13.017249627903984,77.6709012916967,0,1,1,Rainy,High,Scooter,9,3.7,29,2,2
1351,13.110109448836734,77.56782827567741,12.908028877503988,77.66060701645671,17,0,3,Clear,Low,Car,3,3.3,18,7,0
1352,13.023602622571719,77.4513121946849,13.054433762835947,77.73647815292851,10,3,8,Windy,Low,Bike,6,4.9,34,9,0
1353,12.981584625756877,77.53216154591162,13.131296135667395,77.66732650555191,10,0,12,Clear,Low,Scooter,9,1.4,35,0,0
1354,13.067577298124542,77.62928869795867,12.91355996191969,77.65844532590641,16,4,7,Windy,High,Bike,6,2.5,28,8,1
1355,12.996000682427411,77.68977978978799,12.926798686157973,77.6582611667188,11,2,8,Foggy,Medium,Scooter,6,1.9,29,4,1
1356,13.112026971424498,77.49001658512798,12.894702563023495,77.71489023669446,22,0,1,Windy,High,Scooter,6,1.3,30,9,1
1357,13.120210559203377,77.48316240932502,13.071016493087921,77.53887101986267,22,5,2,Windy,Medium,Car,7,4.5,43,3,0
1358,12.976516278062036,77.7266277960717,12.971968451027097,77.54002763275814,18,0,10,Rainy,Medium,Car,6,2.4,45,6,1
1359,12.933048339170515,77.67534451034678,12.868808691665915,77.67236414291148,20,0,7,Windy,High,Car,8,1.6,30,7,2
1360,13.027705098578009,77.62693388023342,13.112484997447085,77.51861154114503,17,5,5,Foggy,Medium,Bike,2,2.5,22,7,0
1361,13.123709003685008,77.68075603699877,13.01730157141077,77.72360600124439,20,3,5,Clear,High,Bike,8,2.5,29,5,2
1362,12.9131986567017,77.578656308392,12.949328287600107,77.61043451752607,23,0,12,Rainy,Medium,Bike,4,1.5,42,7,0
1363,13.036889975069045,77.67753672419273,12.95319489281833,77.54003747842785,12,1,10,Foggy,Low,Car,2,3.1,47,9,1
1364,13.039468066027757,77.56154089738236,12.937075366057272,77.682829978907,9,4,9,Foggy,Medium,Scooter,9,1.4,21,0,1
1365,13.069933906724584,77.52322837174778,12.986644051717793,77.54369618896258,18,1,1,Foggy,High,Scooter,5,1.8,37,3,1
1366,12.889470305538177,77.66870402638789,12.951112506546444,77.73898349512156,3,1,5,Clear,Medium,Scooter,3,3.9,42,7,0
1367,13.064747489404628,77.57590168764719,13.014383891221183,77.74489676291749,23,3,7,Clear,Low,Car,3,2.2,27,6,0
1368,13.122709756199693,77.74441313129786,13.082055175681388,77.65003887258986,14,0,5,Foggy,High,Scooter,9,3.6,34,2,2
1369,12.903904932661073,77.55484555469243,13.052338385033313,77.48409016692507,17,4,10,Clear,Low,Scooter,5,1.8,30,2,0
1370,12.921262997477163,77.72651822615931,12.938337067826234,77.52896265497999,0,4,11,Windy,Low,Bike,7,3.1,32,1,0
1371,13.141418528212492,77.72988876457012,13.008622303461934,77.60462508866482,18,4,7,Windy,Low,Bike,2,1.4,36,8,0
1372,12.904293085812848,77.52255588411943,13.102037847973676,77.7054342350294,1,0,1,Clear,High,Car,6,1.2,27,3,1
1373,13.106315528010875,77.68946635447641,12.870461870422817,77.5054659490826,9,4,5,Foggy,Medium,Scooter,1,3.2,24,2,0
1374,12.997683356934411,77.57992235154337,12.87348918009607,77.48132103770418,17,6,6,Foggy,Low,Car,8,4.1,45,6,1
1375,12.924169322320953,77.72525741816911,13.016851020414926,77.47234324495672,3,4,6,Rainy,High,Bike,1,3.8,29,8,2
1376,13.111224970381754,77.58503728179058,13.041734538516941,77.60209026870801,21,6,4,Foggy,Medium,Scooter,3,4.1,39,2,1
1377,12.9835915765008,77.67329111520121,12.91342390473277,77.71541029087841,9,2,5,Rainy,Medium,Scooter,6,2.9,49,3,1
1378,13.004445206178907,77.59009022274914,13.073566038007456,77.46270777279317,20,2,8,Rainy,High,Bike,8,3.8,38,1,2
1379,12.95777001081993,77.51834022671386,13.043879013112218,77.51369646019806,3,4,6,Foggy,High,Scooter,1,1.3,30,8,1
1380,13.027885255430478,77.50980503868341,13.126986780470887,77.65797710475185,23,5,1,Clear,Medium,Car,4,4.3,32,1,0
1381,12.899057161775506,77.57762935827691,12.900686260557562,77.69775903054311,20,1,5,Rainy,Medium,Scooter,3,2.4,33,7,1
1382,12.967324460995528,77.67664839710426,13.075412279607404,77.69221985878976,17,5,12,Rainy,Low,Bike,1,4.5,49,6,1
1383,13.140823696700586,77.63152144555423,12.875092927174979,77.6855204171961,19,0,7,Rainy,Medium,Bike,5,3.3,24,6,1
1384,12.927440029810338,77.65658878697016,13.01958772285537,77.48893994024401,22,1,12,Clear,Low,Car,8,1.4,19,7,0
1385,13.047020999362388,77.53469790521959,13.015568541849744,77.56917127465488,3,1,8,Clear,Low,Car,7,2.7,35,4,0
1386,12.947557019267409,77.59443060378729,12.966515513394022,77.74542339884952,14,0,4,Rainy,Medium,Bike,3,4.2,32,5,2
1387,13.08204193770598,77.4633185794908,13.103371344300571,77.74666627147643,21,0,2,Clear,High,Car,5,2.0,32,5,1
1388,12.889262098215506,77.69525972478743,12.851311193435803,77.63072821758625,17,3,4,Rainy,Medium,Bike,5,1.7,40,7,0
1389,13.140946313523564,77.74696764867197,13.006053820569557,77.66278016141634,8,3,6,Rainy,Low,Car,8,1.1,41,8,1
1390,12.986136862415092,77.5720637187874,12.915146064950555,77.73538513888559,19,6,6,Windy,Medium,Bike,6,3.8,35,3,1
1391,12.920815139003938,77.45328909593947,13.07304958573493,77.58497835837237,16,3,6,Clear,Medium,Car,3,2.5,46,9,0
1392,12.872049024199004,77.50093779186528,12.862920227891829,77.49106005736515,2,4,1,Windy,High,Car,7,1.7,28,5,1
1393,12.900927371526262,77.64575806332513,13.099466406454473,77.65068466265483,12,5,11,Windy,Low,Car,1,3.4,18,9,1
1394,13.005932184566806,77.63362379546116,13.101427668012086,77.73803069147016,6,4,7,Foggy,Low,Car,2,1.6,46,9,0
1395,12.951100952929385,77.68635941587566,13.099859803721051,77.6591618281599,13,4,7,Rainy,Low,Scooter,7,3.9,44,8,2
1396,13.098665009764783,77.52616520328833,12.8957705580198,77.69099633810713,5,5,5,Rainy,Low,Bike,2,3.3,22,3,1
1397,12.979266257098542,77.67908957466415,13.039121955568314,77.57682464119118,13,3,12,Rainy,High,Bike,2,2.0,34,7,2
1398,12.92461428177629,77.6563952064571,12.854310207755017,77.47893894624346,13,5,4,Rainy,High,Scooter,7,4.5,43,9,2
1399,13.03514349598121,77.54684434931416,13.10438877738676,77.50066462596553,13,0,12,Windy,Low,Car,4,3.2,28,4,0
1400,13.062033165065634,77.61364644441709,13.066892558052587,77.74479644883064,19,4,11,Windy,Medium,Car,9,1.5,43,5,1
1401,12.900112572370285,77.4941821425495,13.009346119269775,77.59795529509829,17,0,3,Windy,Low,Bike,7,3.9,26,6,0
1402,12.900285764886496,77.58576935103068,13.069177429928985,77.45360617705317,8,5,11,Windy,Medium,Bike,6,2.3,38,8,0
1403,12.861001428080062,77.7143592018667,12.878297228995532,77.73661018421936,11,6,11,Rainy,Low,Bike,4,4.1,25,1,1
1404,13.070920604519692,77.57635741394762,13.008596749653057,77.59933397359131,13,3,11,Clear,High,Scooter,8,2.6,37,3,1
1405,13.049141358286542,77.70187001194263,12.937382947544933,77.70088051948755,23,0,8,Clear,High,Bike,5,1.3,18,8,0
1406,12.992389262724943,77.6270760095779,13.141785838966893,77.61453744261107,22,4,11,Rainy,Low,Scooter,8,3.5,48,1,1
1407,13.10325113469076,77.5075630139307,13.10713538518717,77.48051068510243,15,0,8,Clear,Medium,Scooter,8,2.2,26,6,0
1408,13.091701045885015,77.62433187340937,13.069982708750194,77.63467087463958,1,6,3,Foggy,Medium,Bike,9,4.8,31,0,1
1409,13.025606309319025,77.60179499874712,13.13012429057492,77.74922008289589,15,3,11,Foggy,Medium,Bike,9,4.3,44,0,1
1410,13.110481384153978,77.56959240055892,12.954052991369641,77.46042133479378,17,4,11,Clear,High,Bike,7,2.4,31,4,1
1411,12.911752363011031,77.48588913185482,13.120263969696454,77.70253825925451,23,6,5,Clear,Medium,Car,7,1.1,21,6,0
1412,12.883575885819319,77.57501259915416,12.947571469632013,77.52064423869523,8,4,8,Windy,Medium,Car,6,3.2,44,7,0
1413,12.930924883455097,77.4718287128719,13.069839015907347,77.56815986681366,7,3,10,Rainy,Medium,Car,9,3.6,48,1,1
1414,12.867126056826795,77.47963071541963,13.070925073532935,77.56181285353188,0,1,10,Rainy,High,Bike,8,3.7,31,2,2
1415,13.00935085840031,77.57477495987982,12.855504962936228,77.71963915828074,4,2,6,Foggy,Low,Scooter,1,2.4,20,5,0
1416,13.13098170768849,77.54161444459054,12.958317909483458,77.60134585664956,6,3,2,Clear,High,Scooter,8,1.6,47,3,1
1417,12.861803062200552,77.72766329775867,12.85582980172255,77.58415228605033,9,5,1,Clear,High,Car,2,3.2,35,8,0
1418,12.886632974203009,77.56271174161408,13.149127605283075,77.69540753265103,21,0,7,Foggy,Low,Scooter,9,2.9,34,4,2
1419,12.98565970848503,77.67735743662163,12.88665902854877,77.46467214029148,10,1,2,Foggy,Low,Car,6,5.0,26,6,1
1420,13.130162505258372,77.60907425790987,13.012843268694432,77.47593689452857,11,3,10,Windy,Medium,Scooter,5,3.3,34,8,0
1421,12.944846831493026,77.6612257005927,13.087166871628792,77.45650665706289,0,2,10,Windy,Medium,Bike,7,1.7,37,2,1
1422,13.002170442606518,77.52803479490463,12.910379080678268,77.65639487120227,5,4,4,Clear,Low,Bike,4,2.4,35,0,0
1423,12.862471857715118,77.7325714918515,12.995515800428642,77.60768484112376,3,5,11,Foggy,Medium,Scooter,9,3.1,32,3,0
1424,12.894502960288627,77.60902654907433,13.032228628276345,77.71280663776048,2,2,6,Clear,Low,Car,8,4.4,45,4,0
1425,13.145989036887654,77.69939722138558,12.898061426318664,77.59955987089178,3,6,7,Foggy,Medium,Bike,1,2.9,41,1,0
1426,13.139535608930814,77.55951370804283,13.083566637973462,77.5165458718286,23,2,7,Foggy,High,Scooter,1,4.2,22,8,1
1427,12.851481994280322,77.48006340471515,12.939800937156809,77.69154421193133,5,5,7,Foggy,Medium,Car,3,1.6,44,4,0
1428,13.135543535626972,77.65211349431625,12.913306922901652,77.53829715626979,4,6,4,Rainy,Low,Scooter,8,2.5,20,4,1
1429,13.041735981344651,77.45232789450122,13.017486623931225,77.73070693464567,8,3,11,Rainy,Low,Car,8,3.1,45,0,1
1430,13.110375488356008,77.59258789296966,12.973094088292882,77.52512716635567,3,4,10,Rainy,High,Scooter,2,1.1,31,0,1
1431,12.986421956690158,77.50784057079994,13.126085783390925,77.50031619586109,13,4,10,Windy,Medium,Scooter,1,4.0,21,9,1
1432,13.004678808573775,77.6382126513306,13.114018809459447,77.59799719745321,14,2,12,Windy,Low,Bike,4,4.3,20,0,0
1433,12.996653974077075,77.74382596194135,12.995005199016665,77.46515453539108,3,3,12,Foggy,Medium,Car,2,2.3,43,6,0
1434,13.05005927726383,77.58932087189619,12.957779132417679,77.46092351854479,21,6,12,Rainy,Low,Bike,5,4.8,35,2,1
1435,12.891895376426893,77.6952494769577,12.947655394489379,77.59880436357663,13,4,6,Foggy,Medium,Bike,7,3.9,23,4,2
1436,12.858992076961803,77.60233525608534,12.930269086924453,77.51453206423844,9,4,3,Rainy,High,Bike,5,4.3,47,1,2
1437,12.942378982477358,77.5987520093312,13.013364356113744,77.45280579151856,6,6,8,Windy,Medium,Scooter,1,3.6,47,1,0
1438,13.061404228820994,77.72912704795364,13.091493581420364,77.53881707342946,17,0,1,Windy,Medium,Scooter,5,4.3,23,0,0
1439,12.910556035636885,77.716989760624,12.943226982461066,77.59321020615398,19,2,8,Clear,Low,Bike,6,4.9,36,7,1
1440,13.052029729997475,77.68574013955639,12.907028226906425,77.56828661043812,14,1,5,Foggy,Medium,Car,9,4.4,38,7,2
1441,13.140973613832182,77.53887672599504,12.992645141854986,77.49064083984813,7,2,8,Windy,Low,Scooter,1,2.9,45,4,0
1442,12.878170214736825,77.61350252471718,12.8707103250393,77.6239024483496,8,3,12,Rainy,Low,Bike,3,3.5,26,7,1
1443,13.051780635467537,77.5171691699917,13.060383701838912,77.6630998973443,4,6,4,Windy,Medium,Scooter,5,3.3,30,1,0
1444,12.983125065791372,77.58317500941396,13.00550747989058,77.652661748649,5,5,2,Rainy,Low,Bike,1,3.0,33,4,0
1445,13.110442676313252,77.59526391972794,12.998912442391855,77.56812857638498,11,6,4,Foggy,High,Scooter,7,4.1,32,8,1
1446,12.903144936834215,77.6994920120508,12.940133613865006,77.49127884535133,6,6,11,Foggy,Medium,Bike,1,2.8,32,8,0
1447,13.05778778566785,77.7188085095975,13.121402031259521,77.59984603204722,6,5,8,Foggy,High,Car,3,2.2,27,1,2
1448,13.101434586894433,77.57438601871894,12.877145887554866,77.71712952648113,14,4,10,Windy,Medium,Car,1,1.2,34,6,0
1449,13.133384265842206,77.45531133352198,13.11094720266611,77.59061685468237,18,4,1,Windy,Low,Car,9,1.4,40,1,0
1450,13.054974408486894,77.70853215193681,12.963011560724777,77.50870431492248,12,0,11,Foggy,High,Car,7,1.9,49,8,2
1451,12.999152429202528,77.50228360355041,13.114187054792508,77.47791599092812,17,4,5,Windy,High,Car,9,1.6,31,0,2
1452,13.035354172060364,77.63656458916712,13.068628437499715,77.73317799142967,9,4,11,Foggy,Low,Bike,9,1.1,18,9,1
1453,13.110671495343615,77.45749127013025,12.881251217998612,77.67290282266308,7,5,6,Foggy,Medium,Scooter,9,3.8,39,8,0
1454,13.021182923991649,77.56985194257817,13.099460885952807,77.54389009181014,10,1,4,Foggy,Medium,Bike,5,4.0,30,3,0
1455,12.85911611790905,77.7457880906346,13.054653050109852,77.53860572186156,7,2,4,Clear,Medium,Car,7,2.4,33,8,0
1456,13.129284608652094,77.48020808033114,12.859690573874603,77.71856554601678,7,4,4,Rainy,Medium,Bike,6,4.9,38,6,2
1457,13.056858025309468,77.57710794559989,12.8901108046329,77.5032704704429,14,3,3,Clear,High,Bike,6,3.4,21,3,2
1458,13.052954015733174,77.54214498505699,13.040688416750708,77.61051118689697,1,1,12,Foggy,Low,Bike,3,1.4,46,6,0
1459,12.914702545719315,77.72152643701648,13.048780150864086,77.66405128255379,19,1,10,Windy,Low,Bike,6,2.5,20,9,1
1460,13.047665641069797,77.7108020323722,13.073995429851278,77.5689171055897,21,0,5,Windy,High,Car,6,3.3,27,9,1
1461,12.968159321696248,77.52130962809187,13.066073620232494,77.46197070276293,23,3,6,Clear,Low,Bike,5,4.8,37,9,0
1462,13.045369893112447,77.47435633611514,13.047855986400986,77.51832764411586,12,1,3,Foggy,Low,Bike,4,3.7,31,5,1
1463,12.881977909092397,77.63814151821833,13.079871670523927,77.72054244123271,17,2,11,Rainy,Low,Bike,5,1.0,29,5,1
1464,13.047353591380912,77.55091061356511,13.022525711767711,77.60693569005187,11,3,11,Rainy,High,Car,7,3.7,28,6,2
1465,13.1498241177312,77.65162531718182,12.928237415657335,77.69463237394639,7,2,3,Windy,High,Bike,4,3.6,34,3,1
1466,12.864463611658167,77.45963592682034,13.123712984119216,77.61670566283719,16,0,9,Rainy,Low,Scooter,9,4.4,22,3,1
1467,13.143152255266395,77.49001977055325,12.855464209279592,77.7330806287137,5,0,2,Clear,High,Car,4,1.5,26,3,1
1468,12.97207238821686,77.6559116698318,12.959968515961448,77.72274022266706,15,4,6,Windy,High,Car,9,4.2,39,8,1
1469,13.111226035101177,77.51371119659075,13.068661087929149,77.59486641260312,23,2,8,Rainy,High,Bike,9,4.5,27,7,2
1470,13.084715645217482,77.70727630272872,12.978146812344903,77.54548220763091,23,5,8,Foggy,Medium,Car,7,4.2,43,6,1
1471,13.020104878296001,77.46757726631304,12.857450322244004,77.63050063620368,22,2,1,Rainy,High,Scooter,7,2.6,37,4,2
1472,13.071534762775398,77.51464459483567,12.869794270934864,77.65246630450085,22,0,12,Clear,Medium,Scooter,1,3.8,38,4,0
1473,13.113554668390405,77.74956807454552,13.044591210741487,77.5995065276902,13,5,1,Rainy,Low,Scooter,2,4.3,34,8,1
1474,12.97124209649531,77.57992283077604,13.13945937982159,77.69668496632853,9,2,8,Rainy,Low,Car,3,4.8,30,6,1
1475,12.948109948468971,77.66088969906339,13.01555909075035,77.50499855653547,1,3,1,Clear,Low,Car,3,2.3,47,4,0
1476,13.050278015669075,77.5047989146571,13.00202734540713,77.55032354918721,12,4,3,Clear,High,Scooter,3,1.8,21,4,1
1477,13.092353782582379,77.63296062049567,12.94549756391688,77.65591290720994,0,4,9,Clear,Medium,Car,9,4.0,37,0,0
1478,13.078685540432986,77.66783182051083,12.92700720215982,77.52400515961627,17,3,3,Foggy,High,Car,2,1.4,26,7,1
1479,13.08934409465759,77.54434299075996,12.856295494526885,77.5819534234051,13,1,2,Rainy,Low,Car,1,3.3,22,2,1
1480,12.98067499444388,77.69866913359276,12.93188646029214,77.7391200639885,2,6,1,Foggy,Medium,Car,1,4.4,36,6,0
1481,13.095350264852506,77.63102527354168,12.984733132259576,77.63776279180597,14,5,12,Foggy,High,Car,6,1.9,43,0,2
1482,12.886062716611182,77.56673690288451,12.909384934914685,77.73471717039234,8,5,1,Clear,High,Bike,7,2.6,25,9,2
1483,13.013346729388255,77.61729271800294,12.876204396544429,77.66673242097457,12,2,10,Windy,Low,Car,2,4.3,27,1,1
1484,12.851727598149436,77.62302825423077,13.06531836017638,77.66740003090015,22,6,3,Foggy,High,Bike,2,3.0,43,5,2
1485,12.947375748970082,77.49966058780817,13.11838608072042,77.62755715210706,4,6,6,Rainy,High,Bike,8,1.7,47,5,2
1486,12.95993846046142,77.5708197109601,13.131031620906127,77.49266257844442,4,1,7,Clear,Low,Scooter,7,1.3,40,5,0
1487,12.968851807482777,77.55302917640584,13.035399618549096,77.60591428726589,21,1,6,Foggy,Medium,Car,4,3.2,41,6,1
1488,13.05864016200696,77.57027081677374,12.865832374779783,77.52579986015104,1,2,6,Rainy,High,Car,7,1.1,48,1,2
1489,12.966567430381104,77.67833317654558,13.072258788988533,77.74960176630539,0,6,9,Rainy,Low,Bike,4,2.4,21,8,1
1490,12.984608086786759,77.59476152224,12.883028591578565,77.53008858203037,16,5,4,Rainy,High,Bike,5,3.4,40,1,1
1491,12.921263239262299,77.73209484597177,13.050924435306348,77.51920575303843,18,6,5,Foggy,Medium,Scooter,8,1.0,44,9,1
1492,12.961975537488803,77.53810292400753,13.083809750724363,77.63716494653721,16,0,1,Clear,Medium,Bike,4,4.5,21,0,0
1493,12.918180888178945,77.57471107348547,13.067759413247941,77.60328464396589,8,2,4,Clear,Low,Bike,7,4.8,42,8,1
1494,12.871958777130533,77.68608704314371,13.135565141728339,77.45640587397635,9,0,10,Windy,Low,Car,2,2.6,46,8,0
1495,13.031034578014413,77.61380737799622,13.071443885340218,77.48885995369774,14,3,6,Rainy,High,Car,2,1.2,48,6,2
1496,13.050463839566506,77.61410844392734,13.057962933394542,77.69331288254826,12,0,7,Clear,Low,Bike,9,2.1,38,5,1
1497,13.035847103802885,77.46600204890156,12.92852295165493,77.59510758654427,20,1,11,Windy,Low,Scooter,8,3.7,47,0,0
1498,12.989048213140173,77.56957989881553,13.12743060593077,77.4938045644469,20,1,2,Windy,Low,Scooter,3,1.2,46,9,1
1499,12.963935734053768,77.53122011972653,12.90386316123825,77.58957276885072,16,1,10,Clear,High,Car,7,4.4,22,9,1
1500,13.109000094871547,77.74980053684934,13.121468983441938,77.52594472492473,22,6,6,Clear,Low,Scooter,1,4.2,21,9,0
1501,13.005724535540866,77.5425065211897,12.943798763003773,77.5170774383337,6,5,3,Clear,Medium,Bike,4,2.9,49,0,0
1502,12.993754563288919,77.71534896043816,12.8890490781633,77.73731758293353,3,6,7,Foggy,Low,Car,4,4.1,22,0,1
1503,12.85769261974193,77.65287012051215,13.098004908181352,77.55860735805733,2,5,9,Clear,High,Car,8,1.7,34,6,1
1504,12.952374348287847,77.55227492275763,12.85074863608025,77.4639293314017,0,0,11,Clear,High,Bike,4,4.8,33,6,1
1505,12.964058685635758,77.61306031351224,13.09962649530425,77.74109800179119,6,1,4,Foggy,Medium,Car,9,3.0,44,2,1
1506,12.96964683426907,77.70216076398476,12.928693552613792,77.68845187243164,4,4,8,Clear,Medium,Car,7,4.9,29,8,0
1507,13.0240517107682,77.71501048940928,13.115416381826687,77.52632399196925,16,2,10,Clear,High,Scooter,5,3.1,18,7,1
1508,13.010080764018063,77.49811816250184,13.057443754672473,77.57266755041162,16,1,6,Clear,High,Car,8,3.8,42,5,1
1509,13.032371527838034,77.55187194236245,13.049854999855176,77.70868687237854,14,5,3,Rainy,High,Scooter,4,4.2,19,4,2
1510,13.079464978462639,77.55056695406407,12.959595868949453,77.55722405579698,2,0,3,Foggy,High,Scooter,6,4.2,25,1,2
1511,13.093895721614828,77.46261343882279,12.86782089216723,77.62022121260198,2,1,3,Clear,Medium,Car,5,3.9,28,6,0
1512,13.06543692286795,77.62947132795557,13.099021929461674,77.61045706089938,1,6,4,Foggy,High,Car,3,1.5,19,7,1
1513,13.13665710878648,77.70644601589765,12.901271138552959,77.57038836458864,7,0,2,Windy,Medium,Bike,8,2.6,30,0,0
1514,12.855469774802907,77.56447231634766,12.961677592568426,77.64185057054412,12,6,12,Windy,High,Car,6,3.2,42,4,2
1515,12.908733395705063,77.67201078349525,13.030106405652724,77.59198722119056,23,2,12,Foggy,Medium,Car,4,3.8,19,4,0
1516,12.852268862493442,77.63831012408022,12.994676121568187,77.4563691475022,5,0,5,Clear,High,Car,1,2.6,31,5,0
1517,13.044242414246382,77.5626946206479,12.909598190551396,77.69431493229438,4,2,12,Foggy,Low,Car,1,3.2,33,5,0
1518,13.119409164684996,77.4923179398477,12.892184907064685,77.48394673482612,12,1,8,Rainy,High,Bike,3,2.7,18,7,2
1519,12.92304468897289,77.66279715583279,12.886973881675086,77.58922697926741,21,6,12,Windy,Medium,Car,8,3.9,31,5,1
1520,13.128110363438893,77.70636955068237,13.10890236444976,77.62397023727826,0,5,7,Foggy,High,Car,8,1.3,49,5,2
1521,12.868080217086868,77.65575634772046,12.8594678647184,77.66165181625799,17,4,9,Clear,High,Car,2,3.9,46,4,1
1522,13.130330808041654,77.45536354521045,13.143104277879969,77.57323896058638,6,1,12,Clear,Low,Scooter,1,4.4,46,7,0
1523,12.95548680617189,77.5148698683173,12.909558607115624,77.67066454610917,16,2,3,Windy,High,Bike,5,1.1,33,6,1
1524,12.880426248534764,77.47084399546506,12.883096689063724,77.48940502541558,7,5,4,Rainy,Low,Scooter,1,3.1,41,7,1
1525,12.995761527755898,77.62111582987286,13.023091496433038,77.64603366448124,18,3,8,Windy,High,Car,8,2.0,36,1,2
1526,12.927032970316152,77.67694330365212,12.873995787382208,77.69790167827571,15,3,10,Clear,Low,Car,9,2.7,47,6,0
1527,12.935461870588577,77.4831737561206,13.030735978949078,77.71683319185125,13,3,11,Rainy,Low,Bike,2,4.0,40,6,1
1528,12.942186989477886,77.70150134617802,13.105187993444083,77.62386994878617,19,6,3,Foggy,Low,Scooter,4,4.1,22,4,1
1529,13.0909077693498,77.61665269351865,12.864369406440227,77.5438685594225,22,1,1,Windy,High,Scooter,6,2.6,40,5,1
1530,13.011748383002576,77.65699070364252,13.089960581358563,77.49900695351408,9,0,2,Foggy,Low,Car,7,1.4,49,8,1
1531,12.943392309746802,77.74142055458259,12.968343232294636,77.55366762586324,22,4,10,Foggy,High,Scooter,5,3.4,41,2,1
1532,13.033100134993276,77.47510429647431,12.897847190149363,77.61199231194634,1,5,10,Clear,Medium,Scooter,1,2.1,20,9,0
1533,13.064845202266959,77.72036720689334,12.902828944080238,77.50889906719748,20,4,8,Clear,High,Car,7,1.5,38,6,2
1534,12.93178720022006,77.48783080879622,13.125629363108269,77.73575447170793,23,5,12,Rainy,High,Car,7,2.3,38,7,2
1535,12.974064730457606,77.567887641991,12.8831817255822,77.71914062866188,15,6,7,Foggy,Medium,Scooter,5,3.3,24,2,0
1536,12.886565828001084,77.70543160889933,13.110034836134698,77.45988715845964,12,1,4,Rainy,Low,Car,2,4.6,48,4,1
1537,12.904344804860404,77.72187627102136,13.013273386295085,77.61858853946912,4,2,8,Rainy,High,Bike,2,1.9,31,8,1
1538,13.054335356189496,77.60191150206354,12.861716853644932,77.68679263707398,17,1,3,Windy,High,Car,9,4.1,44,2,1
1539,12.904431504308688,77.62823139148263,12.989342843715201,77.5236175879802,19,3,1,Windy,High,Scooter,9,4.4,35,2,2
1540,13.007549015100118,77.66244420037957,13.095234854342891,77.60716886971782,10,2,4,Clear,Low,Scooter,4,1.6,25,2,0
1541,13.06271387851673,77.69982760053581,13.06786083629173,77.57179756472281,4,4,6,Foggy,Low,Car,4,1.0,49,9,0
1542,12.882063076928423,77.4864533508613,12.996634725305416,77.50896387926542,21,1,6,Rainy,Medium,Bike,7,4.8,40,4,2
1543,13.020193665888671,77.69302079246877,13.108014963908865,77.63442121516275,21,0,4,Foggy,High,Car,5,1.4,29,2,2
1544,12.92696883511041,77.59438284515349,12.886109428534068,77.74810765262205,12,0,8,Clear,Medium,Bike,1,1.6,43,9,1
1545,13.138878062571274,77.58518702753246,13.12298231601771,77.55958617808399,0,6,9,Foggy,Low,Bike,5,2.6,24,9,1
1546,12.995063694015977,77.57716992559911,13.103932362545004,77.61571370247934,5,4,2,Rainy,Low,Bike,4,2.2,38,5,1
1547,13.091797764932547,77.60276347557381,13.062483047697171,77.54835640448646,10,2,3,Rainy,Medium,Bike,3,4.9,41,4,0
1548,13.015067962646878,77.73351516601838,13.095366322638625,77.71308458504075,9,3,12,Foggy,Low,Bike,1,4.3,34,6,1
1549,12.863023759856446,77.61446113183764,13.0131446520528,77.70938081012712,0,0,8,Foggy,High,Bike,9,3.6,48,3,2
1550,13.039945412678208,77.73595326147894,13.0525487287293,77.50363201638439,15,0,1,Foggy,Low,Scooter,4,1.1,45,2,0
1551,13.135421002661998,77.5040870391847,13.018179421212334,77.71998466227141,12,1,1,Rainy,Low,Bike,3,2.0,48,7,2
1552,13.0304835460439,77.6672407936498,12.956628559152385,77.49545261331683,20,5,7,Rainy,Medium,Bike,8,1.8,40,0,2
1553,13.095756657828037,77.69367186158263,13.020658239208354,77.4786319878876,15,6,10,Windy,Low,Scooter,7,2.0,46,1,0
